Id,Subject,Theme,Topic,Subtopic
f901b4ec-f595-4c53-af54-20335c5860df,Chemistry,Material structure,Atomic Structure,
f9304d2b-5357-4221-8431-778586d719d5,Biology,Vertebrates,The external body covering,
f9695f96-eea0-4559-b663-81db3851e82e,Physics,The universe and its evolution,Structure of the Universe - Galaxies,
f9ca3e9f-434d-4fb0-8dac-1f7cee0ab888,Chemistry,Material structure,Chemical Elements,The system for chemical element symbols
f9fbfc5f-5f47-4267-bf1e-8af899d2dbe3,Physics,Sound,Sound Propagation,
fa0ae3e5-5fb6-442e-a45b-8556762bd375,Biology,Energy Pyramid,Terrestrial Ecosystems,
fb41a5e2-64b1-4653-bf57-1d127fd2016b,Biology,Cell Structure and Function,Plant vs Animal Cell,"Similarities: Nucleus, mitochondria, plasma membrane, cytoplasm"
fb804ddc-147e-44e3-b9e6-aacb0707507e,Physics,Types of Nuclear Reactions,Fusion,The purpose of the Large Hadron Collider (LHC).
fc210f6c-d1e5-4a0b-8bc7-89db23a8688b,Biology,Invertebrates,Classes of Arthropods,
fc4fd2a0-9189-47c3-bf54-d58d123d6aa5,Chemistry,Chemical Reaction Energy Transformations,Exothermic and Endothermic Reactions,Identifying Reaction Type (Exothermic or Endothermic) from Temperature Changes
fd1b11bc-38ba-4c87-a4f7-2f7adb1d3ae1,Physics,Types of Nuclear Reactions,Fission,List the products of nuclear fission.
fd2fd825-9867-4f15-90a6-06f8653b9aba,Physics,Types of Nuclear Reactions,Fission,Define the concept of nuclear fuel.
fdbb07c0-da50-4402-ab24-9bdce0e27b50,Biology,Evidence of Evolution,Embryology,
fe49b987-2de6-428b-9bec-936de5ee7955,Physics,Light,Dispersion of Light - Spectrum,
fe66a83f-fe03-4dcf-8ca9-146f98124446,Chemistry,Periodic law,Element Abundance,
fe7ffa96-c4cf-4d62-8768-73d3b79de7ba,Physics,Sound,Doppler Effect,Doppler effect phenomenon and provide examples.
fea63188-ad39-403b-81ee-b4eb3ae29121,Biology,Viruses,Virus Role,
ff043ecb-53b5-4193-b7b6-2df0f5aa722a,Biology,Plant Structure,tissue tissue,the functions
ff601515-20c3-42d3-a9f0-ef4ec4a3f44f,Physics,Sound,What is Sound,Definition
ffe5c033-8136-4c1e-83f5-6a35e3cdc86c,Biology,Diversity of life,Classification Principles,"The main principles of classification, such as similarity, evolutionary relationships, and genetic information."
